ia,Field1,id,country,ccode,year,region,protest,protestnum,startday,startmonth,startyear,endday,endmonth,endyear,protesterv,location,participan,protesteri,protesterd,proteste_1,proteste_2,proteste_3,staterespo,stateres_1,stateres_2,stateres_3,stateres_4,stateres_5,stateres_6,sources,notes,particip_1,FID_,FID_1,AD,LOCATION_1,FREQ,COUNTRY_1,MULT,LAT,LON,TYPE,GridIDs
1026,1245,5522000006,Zimbabwe,552,2000,7,1,6,17,10,2000,17,10,2000,1,National,100s,National Constitutional Association,5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1027,1246,5522001001,Zimbabwe,552,2001,7,1,1,3,2,2001,3,2,2001,0,Harare,100,Journalists,3,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1028,1247,5522002001,Zimbabwe,552,2002,7,1,1,6,4,2002,6,4,2002,0,"Mutare, Bulawayo and Harare",>50,"a coalition of student and church groups, political parties and human rights organizations",4,NA,NA,8,4,2,3,NA,NA,NA,NA,2.9E+11,3E+11,50-99,406,301,304,"Mutare, Bulawayo and Harare",1,Zimbabwe,1,0,0,NA,269 305 306
1029,1248,5522003001,Zimbabwe,552,2003,7,1,1,13,5,2003,13,5,2003,0,Harare,200,Women,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1030,1249,5522003002,Zimbabwe,552,2003,7,1,2,18,5,2003,19,5,2003,1,Harare,100s,Movement for Democratic Change,4,2,3,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1031,1250,5522003003,Zimbabwe,552,2003,7,1,3,28,5,2003,28,5,2003,0,Harare,>1000,Movement for Democratic Change,6,NA,NA,8,3,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1032,1251,5522003004,Zimbabwe,552,2003,7,1,4,2,6,2003,2,6,2003,0,Harare,6000,Students,6,NA,NA,8,4,2,7,6,NA,NA,NA,2.9E+11,3E+11,5000-10000,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1033,1252,5522003005,Zimbabwe,552,2003,7,1,5,22,10,2003,22,10,2003,0,Harare,400,Protesters,4,NA,NA,8,3,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1034,1253,5522004001,Zimbabwe,552,2004,7,1,1,15,5,2004,15,5,2004,0,Gweru,>100,National Constitutional Assembly,4,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,76,150,153,Gweru,1,Zimbabwe,NA,-19.45,29.81667,City,304
1035,1254,5522004002,Zimbabwe,552,2004,7,1,2,29,9,2004,29,9,2004,0,Bulawayo,>50,Women,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,56,76,79,Bulawayo,1,Zimbabwe,NA,-20.15,28.58333,City,269
1036,1255,5522005001,Zimbabwe,552,2005,7,1,1,31,3,2005,31,3,2005,0,Harare,100s,Movement for Democratic Change,4,NA,NA,8,2,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1037,1256,5522005002,Zimbabwe,552,2005,7,1,2,29,4,2005,29,4,2005,1,Harare,3000,Protesters,2,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1038,1257,5522006001,Zimbabwe,552,2006,7,1,1,12,7,2006,12,7,2006,0,"Bul-awayo, Harare, Mutare, Gweru and Masvingo",1000,National Constitutional Assambly,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,338,74,77,"Bul-awayo, Harare, Mutare, Gweru and Masvingo",1,Zimbabwe,1,0,0,NA,269 270 304 305 306
1039,1258,5522006002,Zimbabwe,552,2006,7,1,2,13,9,2006,13,9,2006,0,Harare,>50,Trade Unions,4,NA,NA,8,3,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1040,1259,5522007001,Zimbabwe,552,2007,7,1,1,11,3,2007,11,3,2007,0,Harare,100s,Movement for Democratic Change,4,NA,NA,8,3,7,6,2,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1041,1260,5522008001,Zimbabwe,552,2008,7,1,1,23,1,2008,23,1,2008,0,Harare,100s,Movement for Democratic Change,4,5,NA,8,2,3,4,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1042,1261,5522008002,Zimbabwe,552,2008,7,1,2,27,10,2008,27,10,2008,0,Harare,>50,Women,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1043,1262,5522008003,Zimbabwe,552,2008,7,1,3,3,12,2008,3,12,2008,0,Harare,100,Doctors and Nurses,1,NA,NA,8,3,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1044,1263,5522009001,Zimbabwe,552,2009,7,1,1,18,6,2009,18,6,2009,0,Harare,>100,Women of Zimbabwe Arise,4,NA,NA,8,2,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1045,1266,5522012001,Zimbabwe,552,2012,7,1,1,12,2,2012,12,2,2012,0,Harare,1000s,Movement for Democratic Change,6,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,77,151,154,Harare,21,Zimbabwe,NA,-17.82772,31.05337,City,305
1046,1268,5531999001,Malawi,553,1999,7,1,1,18,6,1999,18,6,1999,1,Blantyre,500,Protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1047,1269,5531999002,Malawi,553,1999,7,1,2,17,8,1999,17,8,1999,0,Blantyre,300,Protesters,4,NA,NA,8,4,2,3,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1048,1270,5532000001,Malawi,553,2000,7,1,1,27,11,2000,27,11,2000,1,Zomba,100s,Students,5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,91,466,469,Zomba,4,Malawi,NA,-15.38596,35.3188,City,342
1049,1271,5532001001,Malawi,553,2001,7,1,1,30,3,2001,30,3,2001,1,Blantyre,100s,Vendors,4,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1050,1272,5532001002,Malawi,553,2001,7,1,2,26,5,2001,26,5,2001,1,Chitipa,5000,Protesters,2,NA,NA,8,4,2,6,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,112,93,96,Chitipa,1,Malawi,NA,-9.92726,33.42541,Admin,411 446
1051,1273,5532001003,Malawi,553,2001,7,1,3,11,8,2001,11,8,2001,0,Blantyre,2700,Teachers,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1052,1274,5532001004,Malawi,553,2001,7,1,4,1,9,2001,1,9,2001,1,Lilongwe,100s,Vendors,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,99,236,239,Lilongwe,1,Malawi,NA,-13.96692,33.78725,City,376
1053,1275,5532001005,Malawi,553,2001,7,1,5,11,12,2001,11,12,2001,1,"Zomba, Blantyre, Thyolo and Mulanje",1000s,Rastafarians,3,NA,NA,8,6,2,7,4,NA,NA,NA,2.9E+11,3E+11,2000-4999,459,467,470,"Zomba, Blantyre, Thyolo and Mulanje",1,Malawi,1,0,0,NA,341 342
1054,1276,5532001006,Malawi,553,2001,7,1,6,12,12,2001,12,12,2001,1,Zomba,1000,Students,3,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,91,466,469,Zomba,4,Malawi,NA,-15.38596,35.3188,City,342
1055,1277,5532001007,Malawi,553,2001,7,1,7,14,12,2001,14,12,2001,1,Zomba,>50,Students,3,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,91,466,469,Zomba,4,Malawi,NA,-15.38596,35.3188,City,342
1056,1278,5532002001,Malawi,553,2002,7,1,1,1,11,2002,1,11,2002,1,Blantyre,>50,Students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1057,1279,5532002002,Malawi,553,2002,7,1,2,14,11,2002,14,11,2002,1,Blantyre,2000,Vendors,4,NA,NA,8,4,2,1,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1058,1280,5532003001,Malawi,553,2003,7,1,1,27,1,2003,27,1,2003,0,Blantyre,1000s,"Forum for the Defence of the Constitution, opposition leaders and the member of the Public Affairs Committee (PAC)",4,NA,NA,8,7,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1059,1281,5532003002,Malawi,553,2003,7,1,2,31,1,2003,31,1,2003,1,Blantyre,100s,Students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1060,1282,5532003003,Malawi,553,2003,7,1,3,27,6,2003,27,6,2003,1,Blantyre,200,Muslims,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1061,1283,5532003004,Malawi,553,2003,7,1,4,29,6,2003,30,6,2003,1,Kasungu,>50,Muslims,4,NA,NA,8,5,7,4,2,NA,NA,NA,2.9E+11,3E+11,50-99,98,182,185,Kasungu,1,Malawi,NA,-13.03333,33.48333,City,376
1062,1284,5532004001,Malawi,553,2004,7,1,1,2,4,2004,2,4,2004,1,Zomba,>50,Students,1,NA,NA,8,4,7,2,NA,NA,NA,NA,2.9E+11,3E+11,50-99,91,466,469,Zomba,4,Malawi,NA,-15.38596,35.3188,City,342
1063,1285,5532004002,Malawi,553,2004,7,1,2,22,5,2004,22,5,2004,0,Blantyre,500,Mgwirizano (Unity) Coalition,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1064,1286,5532004003,Malawi,553,2004,7,1,3,23,5,2004,23,5,2004,1,Blantyre,>50,Mgwirizano (Unity) Coalition,4,NA,NA,8,4,7,6,NA,NA,NA,NA,2.9E+11,3E+11,50-99,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1065,1287,5532004004,Malawi,553,2004,7,1,4,23,9,2004,23,9,2004,0,Thyolo,100s,Tea Workers,1,NA,NA,8,4,7,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,90,429,432,Thyolo,1,Malawi,NA,-16.10583,35.1506,Admin,341 342
1066,1288,5532005001,Malawi,553,2005,7,1,1,25,10,2005,25,10,2005,1,Blantyre,100s,President Supporters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1067,1289,5532006001,Malawi,553,2006,7,1,1,17,4,2006,17,4,2006,0,Blantyre,10000,Vendors,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1068,1290,5532006002,Malawi,553,2006,7,1,2,19,4,2006,19,4,2006,0,Blantyre,>50,Vendors,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1069,1291,5532006003,Malawi,553,2006,7,1,3,26,7,2006,25,7,2006,0,Blantyre,10000,President Supporters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1070,1292,5532007001,Malawi,553,2007,7,1,1,31,7,2007,31,7,2007,0,Blantyre,2000,National Voices on The Budget civil group,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1071,1293,5532008001,Malawi,553,2008,7,1,1,27,5,2008,27,5,2008,0,Blantyre,400,United Democratic Front,3,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1072,1294,5532009001,Malawi,553,2009,7,1,1,5,11,2009,5,11,2009,0,Chinkota,140,Protesters,2,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,96,91,94,Chinkota,1,Malawi,NA,-13.75,33.76667,City,376
1073,1295,5532010001,Malawi,553,2010,7,1,1,16,6,2010,17,6,2010,0,Blantyre,100,Seventh Day Apostolic Church,7,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1074,1296,5532011001,Malawi,553,2011,7,1,1,19,7,2011,20,7,2011,1,Lilongwe and Blantyre,1000s,Protesters,5,6,NA,8,4,7,2,6,NA,NA,NA,2.9E+11,3E+11,2000-4999,391,237,240,Lilongwe and Blantyre,2,Malawi,1,0,0,NA,342 376
1075,1298,5532013001,Malawi,553,2013,7,1,1,17,1,2013,17,1,2013,0,Blantyre,1000,Consumers Association of Malawi,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1076,1299,5532013002,Malawi,553,2013,7,1,2,21,2,2013,21,2,2013,1,Blantyre,>50,Students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,88,59,62,Blantyre,20,Malawi,NA,-15.78499,35.00854,City,342
1077,1300,5532013003,Malawi,553,2013,7,1,3,11,3,2013,11,3,2013,1,Lilongwe and Blantyre,1000s,Protesters,4,3,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,391,237,240,Lilongwe and Blantyre,2,Malawi,1,0,0,NA,342 376
1078,1302,5602000001,South Africa,560,2000,7,1,1,11,5,2000,11,5,2000,0,Johannesburg,10000s,South African Trade Unions,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1079,1303,5602000002,South Africa,560,2000,7,1,2,9,7,2000,9,7,2000,0,Durban,1000s,Anti-HIV/AIDS Activists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,8,115,118,Durban,5,South Africa,NA,-29.8579,31.0292,City,165
1080,1304,5602001001,South Africa,560,2001,7,1,1,17,3,2001,17,3,2001,0,Lydenburg,300,White Farmers,2,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,19,247,250,Lydenburg,1,South Africa,NA,-25.09598,30.44393,City,200
1081,1305,5602001002,South Africa,560,2001,7,1,2,6,7,2001,6,7,2001,0,Johannesburg,20000,Landless Black Citizens,2,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1082,1306,5602001003,South Africa,560,2001,7,1,3,12,7,2001,12,7,2001,0,Johannesburg,100s,Squatters,2,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1083,1307,5602001004,South Africa,560,2001,7,1,4,26,7,2001,26,7,2001,0,Cape Town,200,Squatters,2,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,0,85,88,Cape Town,8,South Africa,NA,-33.92584,18.42322,City,90
1084,1308,5602001005,South Africa,560,2001,7,1,5,16,8,2001,16,8,2001,0,National,10000s,Workers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1085,1309,5602002001,South Africa,560,2002,7,1,1,22,8,2002,22,8,2002,1,Johannesburg,2000,Landless Citizens,2,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1086,1310,5602002002,South Africa,560,2002,7,1,2,1,10,2002,1,10,2002,0,Johannesburg,1000s,Black Workers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1087,1311,5602003001,South Africa,560,2003,7,1,1,26,3,2003,26,3,2003,0,Cape Town,50,Anti-AIDS Activists,6,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,0,85,88,Cape Town,8,South Africa,NA,-33.92584,18.42322,City,90
1088,1312,5602003002,South Africa,560,2003,7,1,2,3,8,2003,3,8,2003,0,Durban,100+,Anti-AIDS Activists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,8,115,118,Durban,5,South Africa,NA,-29.8579,31.0292,City,165
1089,1313,5602003003,South Africa,560,2003,7,1,3,30,11,2003,30,11,2003,0,Johannesburg,1000s,Victims of Crimes and their Allies,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1090,1314,5602004001,South Africa,560,2004,7,1,1,3,9,2004,3,9,2004,0,National,10000+,Public Workers,1,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1091,1315,5602004002,South Africa,560,2004,7,1,2,21,10,2004,24,10,2004,0,National,100s,Muslim Citizens,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1092,1316,5602005001,South Africa,560,2005,7,1,1,18,2,2005,18,2,2005,1,Soshanguve,1000,University Students,5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,15,415,418,Soshanguve,1,South Africa,NA,-25.47288,28.09919,City,199
1093,1317,5602005002,South Africa,560,2005,7,1,2,14,11,2005,14,11,2005,1,Durban,2000,Shantytown Residents,4,2,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,8,115,118,Durban,5,South Africa,NA,-29.8579,31.0292,City,165
1094,1318,5602006001,South Africa,560,2006,7,1,1,6,8,2006,6,8,2006,0,Cape Town,1000s,Anti-Israel Protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,0,85,88,Cape Town,8,South Africa,NA,-33.92584,18.42322,City,90
1095,1319,5602007001,South Africa,560,2007,7,1,1,13,6,2007,13,6,2007,0,Johannesburg,15000,Civil Servants and Allies,1,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1096,1320,5602007002,South Africa,560,2007,7,1,2,4,9,2007,4,9,2007,1,Soweto,500,Soweto Residents,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,16,418,421,Soweto,1,South Africa,NA,-26.26781,27.85849,City,199
1097,1321,5602007003,South Africa,560,2007,7,1,3,4,12,2007,4,12,2007,0,Johannesburg,10000+,Miners,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1098,1322,5602008001,South Africa,560,2008,7,1,1,4,3,2008,4,3,2008,0,Johannesburg,100s,Women,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1099,1323,5602008002,South Africa,560,2008,7,1,2,17,4,2008,17,4,2008,0,Johannesburg,1500,National Labor Federation Members,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1100,1324,5602008003,South Africa,560,2008,7,1,3,24,5,2008,24,5,2008,0,Johannesburg,1000s,Anti-Xenophobia Demonstrators,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1101,1325,5602008004,South Africa,560,2008,7,1,4,9,7,2008,9,7,2008,0,Durban; Cape Town,1000s,Trade Unionists,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,0,0,0,NA,0,NA,NA,0,0,NA,90
1102,1326,5602009001,South Africa,560,2009,7,1,1,22,7,2009,22,7,2009,1,National,1000s,Poor Citizens,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1103,1327,5602009002,South Africa,560,2009,7,1,2,27,7,2009,27,7,2009,1,Johannesburg,100s,Council Workers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1104,1328,5602009003,South Africa,560,2009,7,1,3,26,8,2009,26,8,2009,1,Cape Town,1300-2000,Soldiers,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,0,85,88,Cape Town,8,South Africa,NA,-33.92584,18.42322,City,90
1105,1329,5602009004,South Africa,560,2009,7,1,4,25,9,2009,25,9,2009,0,Cape Town,1000s,Schoolchildren,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,0,85,88,Cape Town,8,South Africa,NA,-33.92584,18.42322,City,90
1106,1330,5602009005,South Africa,560,2009,7,1,5,13,10,2009,13,10,2009,1,National,1000s,Township Residents,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1107,1331,5602010001,South Africa,560,2010,7,1,1,14,6,2010,14,6,2010,0,Durban,500,World Cup Security Guards,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,8,115,118,Durban,5,South Africa,NA,-29.8579,31.0292,City,165
1108,1332,5602010002,South Africa,560,2010,7,1,2,18,8,2010,18,8,2010,1,National,10000+,Public Sector Workers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1109,1333,5602010003,South Africa,560,2010,7,1,3,26,8,2010,26,8,2010,0,National,1000s,Public Service Workers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1110,1334,5602011001,South Africa,560,2011,7,1,1,30,8,2011,30,8,2011,1,Johannesburg,100s,ANC Youth League,6,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
1111,1335,5602011002,South Africa,560,2011,7,1,2,22,11,2011,22,11,2011,0,Cape Town,100s,Pro-Democracy Advocates and Journalists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,0,85,88,Cape Town,8,South Africa,NA,-33.92584,18.42322,City,90
1112,1336,5602012001,South Africa,560,2012,7,1,1,7,3,2012,7,3,2012,0,National,10000s,Working-Class Citizens,4,1,5,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
1113,1337,5602012002,South Africa,560,2012,7,1,2,16,8,2012,16,8,2012,1,Marikana,3000,Miners,4,NA,NA,8,4,7,6,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,14,266,269,Marikana,2,South Africa,NA,-25.58333,27.56667,Unknown Spot,198
1114,1338,5602012003,South Africa,560,2012,7,1,3,17,8,2012,17,8,2012,0,Marikana,100s,Wives of Missing Miners,3,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,14,266,269,Marikana,2,South Africa,NA,-25.58333,27.56667,Unknown Spot,198
1115,1339,5602013001,South Africa,560,2013,7,1,1,18,2,2013,18,2,2013,0,Cape Town,1000s,"University Students, Faculty, and Staff",4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,0,85,88,Cape Town,8,South Africa,NA,-33.92584,18.42322,City,90
1116,1340,5602013002,South Africa,560,2013,7,1,2,10,8,2013,10,8,2013,1,Johannesburg,50+,Soweto Residents,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,13,163,166,Johannesburg,14,South Africa,NA,-26.20227,28.04363,City,199
